trading_date,G1,G2,G3,G4,G5
2021-04-02,0.9943708673491585,0.9943317279105952,0.9994051853977615,1.0005741950550393,1.0003052275869713
2021-04-12,1.031644078041875,1.0316250422875068,1.0348412292077624,1.0312710350520988,1.0101736284451284
2021-04-19,1.0219069047143734,1.02088352447122,1.0218195126443776,1.0132960815003715,0.9832012074894081
2021-04-26,1.008677322719426,1.0045659443134953,1.0087638179173408,0.9994503155081381,0.9747983182523854
2021-05-06,1.0194107499051392,1.0107835057356416,1.0089779479794665,1.0035113567396967,1.0055257527746515
2021-05-13,1.020402318669848,1.0112106504064646,1.0162626549652654,1.0137394542614475,1.0024042721876836
2021-05-20,1.0457437536486123,1.0419751491429634,1.048930002257323,1.0410286682943326,1.0315519120594723
2021-05-27,1.0512243803643637,1.0440769045059357,1.0546528476601664,1.0521589201120174,1.0376211051516455
2021-06-03,1.0608352532254939,1.0544642063258627,1.0689079475941206,1.0672935155090701,1.0546098456688167
2021-06-10,1.0433095397558214,1.0354915921875973,1.0557799893029314,1.059657088952723,1.0455067708819563
2021-06-18,1.0614579695851736,1.0555135812688623,1.0814017729637988,1.0839540547954583,1.0495881399613818
2021-06-25,1.0460608905566717,1.0347191585142395,1.0631575153321773,1.0708485932596834,1.0364498479988933
2021-07-02,1.0641714008454173,1.050851131107962,1.084504831289194,1.102642876699384,1.0691020784760796
2021-07-09,1.0595807469164675,1.0547739684785793,1.088017818324049,1.1059466059005205,1.069645368284408
2021-07-16,1.0502814209912448,1.0518426443496498,1.0968108007232262,1.125917289910775,1.1040717206911406
2021-07-23,1.009347510006837,1.0212757178043201,1.0692162011116348,1.108714603929237,1.0967285162960272
2021-07-30,1.0209304668400285,1.0417528569682586,1.0938967550047307,1.1448633980915839,1.120558808672774
2021-08-06,1.0566653796724323,1.0761696760849433,1.1259655281088505,1.1789948199138247,1.1541827922040002
2021-08-13,1.0401663397131218,1.0540538912781676,1.1003975162886581,1.1497365094430487,1.1246525432595298
2021-08-20,1.0637665610721976,1.0827914264347058,1.1366740437675436,1.1878960035990522,1.1692240942164762
2021-08-27,1.0749813345189616,1.0871626915531907,1.145370004515185,1.199689474842528,1.185636578697872
2021-09-03,1.098957738766111,1.1153204040754092,1.1776073397222224,1.2324938011571518,1.2223846397605806
2021-09-10,1.0620109034269507,1.0954393694172455,1.1539527752465715,1.2216792505620384,1.220481996448204
2021-09-17,1.0347616308297503,1.0692785228521278,1.1117591271544758,1.1805738834118202,1.1911468476145
2021-09-28,1.0315113670494453,1.0590932700357256,1.1062061882092014,1.168710407044271,1.157741375758587
2021-10-12,1.057345646408701,1.0811613295105407,1.1270921810304029,1.1781206847525385,1.151114061720781
2021-10-19,1.0446538317494245,1.0710570795898633,1.1132834568341954,1.1640949993441199,1.1315557803614622
2021-10-26,1.0250565422062223,1.0483378939235675,1.0894500305797366,1.1415915758873294,1.1195552386979502
2021-11-02,1.067239169108081,1.087880928721843,1.1250832186579038,1.1716832868330629,1.151535581452463
2021-11-09,1.0961467085124823,1.1156751391433561,1.1521432050573392,1.1987997674406505,1.1920554214637875
2021-11-16,1.134379246276538,1.1580401112475498,1.1870383456454743,1.235122236075485,1.2227025721181166
2021-11-23,1.1418375369883673,1.1683069897655358,1.2000009861685494,1.252735428679354,1.232732628963643
2021-11-30,1.157530226723802,1.1649487053936336,1.1786608996544978,1.2120310481395102,1.1771419143885467
2021-12-07,1.1862034556528809,1.1942741618222805,1.217880124507836,1.2542016899056059,1.2189714778780754
2021-12-14,1.1930437211773008,1.196472953983529,1.2305423631866625,1.2700054525687645,1.2366108186624334
2021-12-21,1.19130908185882,1.1960021133711363,1.2282080036306018,1.2646516469688271,1.2074138777011696
2021-12-28,1.1842213438363247,1.2007055479269029,1.236676095511231,1.2944861574736026,1.2505038976503426
2022-01-05,1.1950629485668112,1.2056937086503237,1.2457360160066608,1.3090282904432882,1.2753943121354552
2022-01-12,1.1741725586601088,1.1839781543635164,1.2392893486159346,1.3029646549053406,1.2667858262727512
2022-01-19,1.0966049803942222,1.110435961255849,1.1591199159137946,1.212207699858928,1.1555606589043503
2022-01-26,1.1201268892067817,1.12617254640923,1.1783859973852868,1.2417845499462248,1.1923222367835327
2022-02-09,1.1090401561059187,1.113941572319151,1.168754921595948,1.2342456855025012,1.196286222192995
2022-02-16,1.1352871427861222,1.1408496319197494,1.1981798905708176,1.2683074814267201,1.2203343754529412
2022-02-23,1.1354116487374268,1.1416583825690731,1.2009167841601267,1.269855059160233,1.2093893871300692
2022-03-02,1.0448329878732108,1.0502939390644632,1.1114125499074028,1.176812368040522,1.1406000009896897
2022-03-09,1.0199934557843384,1.024858580201216,1.0884524428767797,1.1589350272361358,1.1071302818700421
2022-03-16,1.0839926412803378,1.0794640092284062,1.1440018593924415,1.203389093724426,1.1451997416779638
2022-03-23,1.0669066628993298,1.0660269433046285,1.1310891913107068,1.1920359310920292,1.1270316546870776
2022-03-30,1.0496363088286607,1.0424332451797003,1.0964999485830462,1.1611207779869799,1.102441282965768
2022-04-08,1.007410452519646,0.9991342116000208,1.0547857801119191,1.1220160709587645,1.052920043999806
2022-04-15,0.9683553224723772,0.9568124634463864,1.005405849641951,1.0691560901428854,0.9925030851461202
2022-04-22,0.9029966069829448,0.9056371848619378,0.9557544393547669,1.0176056533105895,0.9262678709903274
2022-04-29,0.944282326902008,0.9421419269987278,0.991535266702491,1.0537564039301313,0.964570372792424
2022-05-11,0.9706806513006992,0.9621970225375426,1.014107943505961,1.0783010880837136,0.9774633996206206
2022-05-18,0.9848709115047851,0.9761691303827734,1.0214989129733156,1.0806977989324758,0.9729503783584467
2022-05-25,1.0157386166009732,1.0076751117537304,1.0560249249449398,1.108463882875592,0.9896689482621462
2022-06-01,1.008802962027671,1.0058120418720504,1.0562418717502393,1.1099460062220967,0.9760538485513587
2022-06-09,1.0290460294800423,1.0275261221845269,1.0805330478491204,1.140360351002852,1.0070388008138258
2022-06-16,1.0338712509990702,1.0407009004325578,1.1011821673279532,1.165239067332618,1.0275265052683173
2022-06-23,1.0610483270783653,1.062762865693191,1.1242302552267134,1.185270195154383,1.0361768769090172
2022-06-30,1.047031195376125,1.054018848104421,1.1167371791075766,1.1828039625375886,1.0359846183081232
2022-07-07,1.0528916879634849,1.0492756826243173,1.1121165026173316,1.1716113951623588,1.0265462126132952
2022-07-14,1.0710419396436688,1.07638658603375,1.1368494746385824,1.2022342140829985,1.053002989661711
2022-07-21,1.0884039127287366,1.0933986471952442,1.1598000566929973,1.2219145531203217,1.0733255134421598
2022-07-28,1.0445114081450233,1.061315883677893,1.1320862793894704,1.1989448286805515,1.0388082527878728
2022-08-04,1.0874661180599063,1.1102902983898337,1.1862879890765257,1.26083421407146,1.0885149635325833
2022-08-11,1.096258077495437,1.121457201659016,1.20349240802291,1.2805165610663107,1.1075760197401847
2022-08-18,1.0912012836495588,1.0966674173736155,1.1589728113019413,1.2169666219172486,1.032490544877075
2022-08-25,1.084767355285345,1.0763979599579112,1.1220546387242682,1.1651700010402994,0.9759035178805272
2022-09-01,1.1088229518987056,1.1018231082585854,1.1500949806357252,1.1952823944857227,1.0008977550880878
2022-09-08,1.046140797189713,1.0421864754670949,1.0918119070926937,1.1405931403245029,0.9476392056504799
2022-09-16,1.031676064771775,1.022689148496348,1.064943863752009,1.116775856067138,0.9297539507282476
2022-09-23,0.9850017294976511,0.9869198854524058,1.0320517962896238,1.0809334632783505,0.8892971658970555
2022-09-30,1.0435248883558963,1.043377722682029,1.0809212183414587,1.126018719207574,0.9238174656037005
2022-10-14,1.0619253237282766,1.056796829930165,1.0871231356679634,1.127994407292895,0.9345172092453454
2022-10-21,1.0240232152539028,1.017667409892665,1.049599648521101,1.0891920841902227,0.9047003245185871
2022-10-28,1.1043804044974914,1.0951185807557202,1.127282020511954,1.1688537102586996,0.9632320288853199
2022-11-04,1.1227350832665388,1.1014363994850733,1.130511945153026,1.1730957628175382,0.9717449561765181
2022-11-11,1.1309516110029916,1.1116739130654445,1.142144680313143,1.1939520929887,0.9988907217676812
2022-11-18,1.1225956846087854,1.09868251479887,1.1208874423082866,1.1662895333356709,0.9592509738204026
2022-11-25,1.1553203541549395,1.1307482277015617,1.150892504875455,1.199791273495878,0.989253362573382
2022-12-02,1.1476267407149117,1.1266154476264587,1.1499420711014061,1.2064033239401886,0.9937428063040037
2022-12-09,1.1242652058419287,1.10278231304087,1.1298415763880554,1.186329768567646,0.9888466574548284
2022-12-16,1.0696400145420697,1.0489133189308866,1.0729824346624763,1.1262971935958244,0.9344121538088943
2022-12-23,1.0939221789510691,1.070377453466416,1.0876067032542043,1.13488324308353,0.936357751489793
2022-12-30,1.1482640955584078,1.1226795327048569,1.13166565294136,1.1719770034017605,0.9536448895738497
2023-01-09,1.1572205004580431,1.1346777726936712,1.1424013659741583,1.1807732976308207,0.9469438450879303
2023-01-16,1.1991834138403068,1.1759772991149458,1.1821139472862152,1.214751904498928,0.9677143686857896
2023-01-30,1.2216052118853251,1.2077856743872102,1.2089174984233033,1.2369510640892774,0.9856949641953312
2023-02-06,1.2521254335715573,1.2406565120481663,1.2377761168650552,1.2672214490874285,1.0100085150923586
2023-02-13,1.2435501094112293,1.2234885640297541,1.2211533984415888,1.2505863518390508,0.9936830779535245
2023-02-20,1.2316034376972316,1.2178895736957303,1.2168012420334056,1.2429632295428128,0.9804604180485806
2023-02-27,1.2562285090785663,1.2365600324263124,1.2360489870235565,1.2602360840877893,0.9972487416586352
2023-03-06,1.2205015030751891,1.205411767255326,1.2119700208880662,1.2379333027447146,0.9869673183840807
2023-03-13,1.1936476166845253,1.181307302540544,1.1910915119120336,1.2234652927409113,0.9819170041263247
2023-03-20,1.222499452449533,1.2073781178994425,1.2190408916745177,1.2549185286282005,1.002625154131251
2023-03-27,1.2230006332612293,1.2105762912049045,1.2181510482964375,1.2587430995986308,1.0125347808253173
2023-04-03,1.1986030280381736,1.194756148562277,1.2072194409378059,1.2519893448618804,1.0115923846352475
2023-04-11,1.2020566243980564,1.2028347753712743,1.2117015231806967,1.258239079953015,1.0086722573169504
2023-04-18,1.1231769694174645,1.1252059081839696,1.1395747949504291,1.1821483476278243,0.9535298669198545
2023-04-25,1.1657312681932939,1.1594638920652989,1.170278556832755,1.1902580245697754,0.9621941299354702
2023-05-05,1.158700679673722,1.1524513948799189,1.1596183196405332,1.1737841814234649,0.93958133547734
2023-05-12,1.1900364268296266,1.1790055361769858,1.1806039923777543,1.1892316558963933,0.9327488543851495
2023-05-19,1.1875339814544152,1.1775172643262166,1.1754622946656106,1.180758772155572,0.9250557392913444
2023-05-26,1.2053701380461133,1.1827007295411927,1.1759193580813867,1.1844322381740737,0.9225296580073741
2023-06-02,1.1883766423006712,1.1625723944814563,1.1544683822169461,1.164630816447073,0.9128283000618671
2023-06-09,1.2090892104590674,1.1844358006292304,1.17850728320318,1.1871587781976989,0.9296187638469569
2023-06-16,1.1788920369073181,1.1606132212243851,1.1528567374785996,1.1674688817448007,0.9113069167575822
2023-06-27,1.2097101047581036,1.189350709376044,1.1809627256547153,1.1987364755971646,0.9433817184976674
2023-07-04,1.2034241516821829,1.1837357421716306,1.1768070277176286,1.1925244720943218,0.9369469667493848
2023-07-11,1.1993906264702998,1.1792543041520698,1.1759614231439688,1.1848786889527638,0.9245785000598844
2023-07-18,1.2160805853879038,1.1861050309328367,1.1790210608956633,1.1797656894705904,0.9088741531960927
2023-07-25,1.2082982815468237,1.1885325237606392,1.1861526651484555,1.1894029052192416,0.9108108503571788
2023-08-01,1.210152880592713,1.1796492849064306,1.1685426985368708,1.173752038728376,0.9007045069210059
2023-08-08,1.173463744699232,1.1471839941601496,1.1448786424326145,1.157618096581746,0.8812682354228244
2023-08-15,1.1629533961373713,1.1344894525169213,1.1301947551243519,1.1392283206504268,0.862445750993482
2023-08-22,1.1669541550787308,1.1400050140443458,1.1411004755440097,1.1505431480589035,0.8668204624742059
2023-08-29,1.200386299926825,1.1590002640704642,1.1581498609894005,1.1623939292187548,0.8591633693645189
2023-09-05,1.2084774851454239,1.159088639147937,1.1548440846629104,1.162661882831295,0.8512657023050004
2023-09-12,1.1799119564279048,1.135217689631716,1.1354619469717928,1.1413028281580058,0.8359962973376229
2023-09-19,1.176796396480159,1.1323219439195358,1.1306582414396764,1.1357126334196053,0.8317520942737542
2023-09-26,1.182612357961854,1.1415958828482309,1.1401352569489478,1.1438589977147466,0.8483075356805032
2023-10-11,1.1456155779730948,1.1066987088419973,1.1089847703601663,1.1146239204068584,0.8350264852103028
2023-10-18,1.1575837248157668,1.1000446828242127,1.100156946602395,1.1019588278892252,0.8264835756345972
2023-10-25,1.1824049540404806,1.1322166298186964,1.1338817117347806,1.1410942848916896,0.8509474521655029
2023-11-01,1.2207527375739802,1.1633167000240852,1.1652232226498702,1.172664971964131,0.883858794330209
2023-11-08,1.2455362270298604,1.1811181019968402,1.1839789699274301,1.187769349426637,0.8897473356715035
2023-11-15,1.2443119257483717,1.1788413826036126,1.1758488032215038,1.1800736185104286,0.8836923378070306
2023-11-22,1.2450959283434588,1.1808849965498174,1.1763001296991826,1.1829231197323844,0.8776485222736131
2023-11-29,1.2261206686524928,1.165336064302362,1.1595548824560102,1.1700019411523526,0.871750415119122
2023-12-06,1.2220193893337903,1.1625810847193494,1.1566052873182104,1.1659572944911476,0.8680986338550504
2023-12-13,1.1872027280832194,1.1274327774985553,1.1253315187181387,1.1395748426468972,0.8395127839186237
2023-12-20,1.1687580525836019,1.1148271412601178,1.1139562192660672,1.1250880474054623,0.8165084084066239
2023-12-27,1.197203406849952,1.1414838850875026,1.1447454106393145,1.16069186597364,0.843694181867339
2024-01-04,1.1643982346894055,1.1126461531521141,1.119746425305984,1.1382828260194142,0.8254225768360894
2024-01-11,1.1052611315217624,1.0595563776900947,1.0683203557897554,1.0932811696445788,0.7945049233866578
2024-01-18,1.0863748100300472,1.0420352545965454,1.0519661052806397,1.0775532851908294,0.7712911528066926
2024-01-25,0.9412459686777852,0.9100399388793793,0.9345807287475866,0.9587335784185465,0.67375650121411
2024-02-01,0.8533307376171946,0.872591264761252,0.9166834872184081,0.9300560341995576,0.6346073992232911
2024-02-08,0.9993391021879708,0.9782103027076873,1.0033318476482442,1.0162771501785366,0.7122735786347671
2024-02-23,1.0289984228254982,1.009428193743827,1.0296467039356307,1.0401474243845918,0.7279193743580179
2024-03-01,1.0305174020397037,1.00914962647074,1.02473646580456,1.0360004940766934,0.7289026233164623
2024-03-08,1.0798337587857572,1.0501006807780402,1.0724756824108488,1.0801436849892179,0.755220540355107
2024-03-15,1.0988634161987956,1.0634307971276606,1.0847085627575506,1.0942330022832993,0.774460736263813
2024-03-22,1.084856568597497,1.0475219682323489,1.0608739851056737,1.063436933710441,0.7492440722829472
2024-03-29,1.1048657006317557,1.0603063870184604,1.0663587918904576,1.061560927354438,0.7338122275648946
2024-04-09,0.966150360917112,0.9380869325937292,0.9538320972569457,0.9489131652320743,0.6339788977235912
2024-04-16,1.0224512684070257,0.9948945104120506,1.0052890971009292,0.9886403219013686,0.6589888756626711
2024-04-23,1.0971216878370815,1.0663021412619809,1.0662023149109632,1.0387178302330977,0.6833951154382579
2024-04-30,1.101765079014118,1.0783403896949937,1.0862922122690684,1.0675673200212408,0.7038871720986825
2024-05-10,1.1061166846493264,1.0795467656452273,1.0875284500780102,1.0660264445972305,0.7059115775858484
2024-05-17,1.0629180380736543,1.0384512806357318,1.0519035254806695,1.0340074979092797,0.6815164265284805
2024-05-24,1.0729831849876026,1.04334870209817,1.0499500466562852,1.0234338239674083,0.6623584687533942
2024-05-31,0.98806613476874,0.9725225576019898,0.9883499800413498,0.9676160939600241,0.6181214685920476
2024-06-07,0.9967522317458466,0.9748916834928155,0.9902555374762391,0.9716548052242931,0.6372915254726527
2024-06-17,0.9431270848379119,0.924684767663026,0.9374677253619895,0.9244603766955852,0.6018239918063462
2024-06-24,0.9775040358068116,0.9518529268733141,0.9553393111317637,0.9384892431688635,0.6034030664055016
2024-07-01,0.9301336358993764,0.9047732230901876,0.9119237271662979,0.8917250261674933,0.5670536530950581
2024-07-08,0.9499270661634642,0.9267810811708176,0.9305370629177409,0.9141208906103991,0.5783275978203581
2024-07-15,0.9475517523607742,0.9273214173399591,0.9363402493234458,0.9158945623185623,0.5774529833897795
2024-07-22,0.9482885453733388,0.9189116783064993,0.9220294489323777,0.8937638953860917,0.5661162637998151
2024-07-29,0.9574222750404668,0.9273219707217445,0.9261087773465395,0.892118899450586,0.5608327758007542
2024-08-05,0.9675919919672565,0.9322276658568615,0.9312009330921073,0.8942362351763813,0.5542910776269875
2024-08-12,0.9711073604898517,0.9376083958998266,0.9361315854021911,0.8926389062650656,0.5520203344146882
2024-08-19,0.947427109741823,0.9149019521859036,0.9107040213450246,0.8659736040014971,0.5318567567963072
2024-08-26,0.9551243206924379,0.922656674093646,0.9189126302053464,0.8726785655679364,0.5362540322346632
2024-09-02,0.9505290749510309,0.9155922469959769,0.9119801883106613,0.8645292839545413,0.5293102986668116
2024-09-09,0.9301944415999951,0.8983631782695223,0.8940606139337501,0.8477143169760525,0.5137787858080398
2024-09-18,0.991602535659946,0.9586514572446261,0.958231572176575,0.9087374088393158,0.5518795197741599
2024-09-25,1.1940638242305284,1.1450742990008544,1.1292852100528987,1.0700189760318555,0.6581896391095465
2024-10-09,1.1871793443063419,1.1236363763750083,1.1053416793430448,1.0400720480296233,0.6436275965870277
2024-10-16,1.277193025961697,1.1931943578684825,1.1743893179265819,1.1016891940311213,0.6752174878672085
2024-10-23,1.327447139266874,1.2236561752184132,1.1973818993650622,1.132172873315048,0.6930412223092309
2024-10-30,1.3804160313843326,1.2717088368658005,1.2506195156830273,1.1863615633826763,0.7190363652741277
2024-11-06,1.4518287458654318,1.3330535134028296,1.3059232470032236,1.236657724770603,0.7364324323694963
2024-11-13,1.41529936778811,1.2985661319663666,1.2747315557448446,1.2040265588654597,0.7140173589302015
2024-11-20,1.4043304259358813,1.2893560799040238,1.2576466132407926,1.1898585927375338,0.7015553206002556
2024-11-27,1.4472315658678527,1.3258119153860182,1.2934121446281663,1.2213447788650686,0.7188107851282943
2024-12-04,1.5060030700635822,1.377125641940108,1.3478527283446782,1.2781501321064774,0.7605668765935482
2024-12-11,1.448135773673815,1.3273566671381387,1.3002274617383904,1.2254308750236707,0.7168328603071329
2024-12-18,1.4112169020292487,1.2911380254469467,1.2566763958993936,1.1772674754769186,0.6709532420035871
2024-12-25,1.3510245880737173,1.240993915410176,1.2138034530988473,1.1459887924364678,0.6554434963669943
2025-01-02,1.3275068766264506,1.2171954348836989,1.1924872220795095,1.1260441421345364,0.6426553248862422
2025-01-09,1.368229539021563,1.250678593021733,1.2219593584526116,1.1508794990647093,0.6456280019915192
2025-01-16,1.3561497827603115,1.2453888634944053,1.2210879358263773,1.1528462871284018,0.6462017412949961
2025-01-23,1.4361113780991608,1.3129197133105137,1.281468794055027,1.2013678596413038,0.6692681957619134
2025-02-07,1.4607923367827673,1.336529929505461,1.304574152852724,1.2186406108379866,0.6854486156619486
2025-02-14,1.478302783121533,1.3596297484589432,1.3357885026893723,1.2663893792088192,0.7205070863772383
2025-02-21,1.4787762412959664,1.3450510462571654,1.3145486280259557,1.2402654105640711,0.6875088954351832
2025-02-28,1.5053986775394188,1.382572017482568,1.3579662278398263,1.2855636758145668,0.7198516967812613
2025-03-07,1.5543387579174035,1.419913125490967,1.3867511799547199,1.3028892987186065,0.7255050548879689
2025-03-14,1.5328557545929478,1.4091217461672911,1.3766512370344963,1.2916842049592883,0.715974789267431
2025-03-21,1.486183281961803,1.3789432719934653,1.3472364940492876,1.259128976324743,0.6873412372156316
2025-03-28,1.2798001726498922,1.2066269001180134,1.1977944246494723,1.112345746732451,0.6077865290346857
2025-04-07,1.3980551164213406,1.317622211657673,1.3011934291917466,1.1990766236176975,0.6568433412397897
2025-04-14,1.4163284855713514,1.3293535404810113,1.3128312886619948,1.2065375002879732,0.6570776591016186
2025-04-21,1.4036104367361137,1.320671252767438,1.3084165290776832,1.1940419874549524,0.6420645284662765
2025-04-28,1.5304643990994828,1.4176564958731406,1.3864397701586941,1.250345053600293,0.6706626326688475
2025-05-08,1.502490163962964,1.400250077305271,1.3776065031155917,1.244743647746136,0.6768332470282256
2025-05-15,1.508931522742543,1.4086315412898323,1.3888869924850291,1.2535064305653092,0.6820205319920664
2025-05-22,1.524196606332511,1.422083999947779,1.404676959632369,1.2672089493714576,0.6926890247478201
2025-05-29,1.5369719972338958,1.4360022114458864,1.4189165329408358,1.2761583936083358,0.6897562754618468
2025-06-06,1.5185834516063124,1.4225281989394232,1.4079771516051198,1.2690596835122114,0.6890135850165275
2025-06-13,1.4888193812977544,1.4002899697191076,1.3819639427395818,1.2462058658773172,0.6661145884651789
2025-06-20,1.5595928413501294,1.4699675251817406,1.4461788063214267,1.3048890167635347,0.696254799576672
2025-06-27,1.5797635378076982,1.4866171441546816,1.4645910977958128,1.3165332072086289,0.6999865237122137
2025-07-04,1.6144454416191967,1.519215352414809,1.4977265641285358,1.3449249294147971,0.7136290737713575
2025-07-11,1.6433060124946117,1.5482752718169008,1.5222531667335508,1.3620918562261588,0.7171826845789192
2025-07-18,1.6755513146028493,1.5846682427614938,1.5593003073755056,1.400039710688137,0.7335651834919414
2025-07-25,1.668790824893237,1.5760526882416104,1.5581294557760108,1.3965644499231438,0.732402208684603
2025-08-01,1.7288758743354544,1.6319564567617766,1.602027523724192,1.4325866224317971,0.7507540191840046
2025-08-08,1.7598986200945264,1.6634081251764448,1.6367578048575633,1.4711641022960746,0.7704806259343338
2025-08-15,1.8233590446425954,1.7142288159455321,1.6908514393560734,1.5256279982312009,0.7902461913415298
2025-08-22,1.7899021724913187,1.7012864808674384,1.675456746324128,1.5241353804748037,0.7940620805190287
2025-08-29,1.7887769282468187,1.6927096835271782,1.6570552814878812,1.503384555662584,0.7754704808817366
2025-09-05,1.8180262192509964,1.7250062661317045,1.6969830076427115,1.5330573291958594,0.7964418692975536
2025-09-12,1.7925262323745563,1.7109606162143074,1.693352669446137,1.5349083627106974,0.7955178779953319
2025-09-19,1.767937902270923,1.6961565104527137,1.6781398994459893,1.5257693019379517,0.7913161476992003
2025-09-26,1.8049204897723887,1.7232216594607073,1.699069120773652,1.5423499827705303,0.8023197236473567
2025-10-13,1.7960648872929177,1.7029130828731749,1.6760023662997547,1.512008514492707,0.7741637689933177
